SAMPLE ID,SIO2,TIO2,AL2O3,MNO,MGO,CAO,NA2O,K2O,P2O5,class
D325565,32.4,1.13,10.3,0.2,6.68,13.9,2.21,1.99,8.58,Sand
D335933,72.2,0.58,12.8,0.06,1.52,1.65,3.55,0.9,0.13,Sand
D335934,68.3,0.59,13.9,0.07,2.27,2.04,3.82,1.37,0.13,Sand
D335940,73.7,0.34,12.1,0.03,1.06,2.85,2.92,2.17,0.18,Sand
D339594,19.6,0.9,5.49,0.09,1.56,29,1.54,1.02,18.2,Sand
D339596,20.7,0.99,6.35,0.07,1.92,29,0.97,1.12,0.67,Sand
D339597,51.3,2.2,13.9,0.21,4.78,0.47,2.66,2.63,0.08,Sand
D339604,30.6,1.94,10.6,0.21,2.45,23.4,1.92,1.64,1.7,Sand
D373656,27.3,2.29,9.74,0.07,1.39,21.2,2.11,2.18,0.69,Sand
D373671,50.9,0.44,11.5,0.1,9.94,3.5,2.93,2.06,0.11,Sand
D373677,39.3,0.25,6.86,5.57,20.7,3.45,2,0.74,0.06,Sand
D379044,76.4,0.27,11.1,0.02,0.2,0.11,1.38,4.3,0.06,Sand
D387855,72,0.49,8,0.06,1.87,4.32,0.74,1.45,0.17,Sand
D387857,65.2,0.7,12.5,0.08,1.16,1.84,0.71,1.92,0.21,Sand
D387860,67.5,0.61,9.68,0.07,2.52,2.71,1.07,1.5,0.2,Sand
D387862,68.3,0.46,7.54,0.05,2.07,6.9,0.68,1.37,0.18,Sand
D387866,78.3,0.49,8.6,0.04,1.35,0.93,0.79,1.54,0.2,Sand
D387868,68.1,0.59,9.2,0.07,2.6,2.81,1.09,1.39,0.19,Sand
D387871,74,0.73,11.2,0.07,0.54,0.04,0.82,1.94,0.17,Sand
D387872,65.7,0.62,8.78,0.08,2.89,5.02,1.11,1.65,0.19,Sand
D387874,76.5,0.62,9.8,0.04,1.47,0.18,0.74,1.83,0.16,Sand
D387877,64.9,0.72,11.7,0.11,1.59,2.67,0.74,1.86,0.25,Sand
D387878,78.3,0.36,6.55,0.07,1.54,0.77,0.24,0.87,0.26,Sand
D387880,63.8,0.69,10.7,0.05,2.94,3.63,1.04,2.07,0.18,Sand
D387881,64.8,0.64,9.54,0.07,2.89,3.2,1.09,1.21,0.21,Sand
D387882,74.2,0.89,10.4,0.08,1.29,0.19,1.14,1.45,0.22,Sand
D387883,66.8,0.53,7.92,0.07,2.85,4.83,0.73,1.4,0.28,Sand
D387884,73.1,0.87,11.5,0.08,1.31,0.21,1.8,1.27,0.17,Sand
D387886,78.7,0.56,9.11,0.05,1.26,0.19,0.77,1.67,0.18,Sand
D387887,76.4,0.61,9.86,0.04,1.46,0.2,0.87,1.8,0.19,Sand
D387890,73,0.89,11.2,0.06,1.27,0.16,0.93,1.8,0.22,Sand
D387892,77.1,0.59,9.74,0.04,1.54,0.17,0.76,1.76,0.16,Sand
D387893,64,0.55,7.89,0.14,3.05,6.37,0.56,1.38,0.24,Sand
D387895,72.5,0.82,10.5,0.07,2.28,1.06,1.65,1.58,0.24,Sand
D387899,70.2,0.8,12.3,0.05,2.85,0.21,1.32,2.24,0.18,Sand
D387905,76.7,0.73,10,0.06,1.09,0.07,0.77,1.53,0.16,Sand
D387907,76.6,0.68,9.68,0.11,1.68,0.17,0.87,1.58,0.19,Sand
D387908,73.9,0.7,11.1,0.06,1.84,0.17,1.16,1.68,0.18,Sand
D387909,70.4,0.9,11.6,0.06,2.83,0.18,1.43,1.95,0.16,Sand
D387910,72.3,0.85,11.3,0.05,2.47,0.4,1.54,1.74,0.21,Sand
D387911,75.9,0.68,9.77,0.11,1.7,0.17,0.89,1.59,0.19,Sand
D387915,74.3,0.64,9.45,0.08,1.89,1.92,1.22,1.48,0.22,Sand
D387916,66,0.69,10.6,0.07,2.84,4.24,1.31,1.96,0.2,Sand
D387917,70.8,0.89,10.6,0.07,2.4,1.71,1.77,1.53,0.25,Sand
D387920,71.6,0.77,11.5,0.09,1.88,0.19,1.08,1.9,0.23,Sand
D387923,69.6,0.88,11,0.08,2.64,1.87,1.57,1.7,0.22,Sand
D387928,74.3,0.66,9.42,0.08,1.84,1.8,1.22,1.47,0.23,Sand
D387929,76.6,0.71,9.74,0.08,1.7,0.13,0.92,1.51,0.16,Sand
D387930,78.9,0.7,9.21,0.08,0.42,0.18,0.15,1.32,0.14,Sand
D387933,76,0.71,10.2,0.05,1.86,0.13,0.94,1.53,0.15,Sand
D387936,78.2,0.63,8.67,0.16,1.46,0.22,1.72,0.85,0.19,Sand
D387938,76.1,0.73,10.1,0.04,0.95,0.07,0.44,1.72,0.17,Sand
D387939,74.4,0.74,10.7,0.07,1.34,0.09,0.73,1.8,0.19,Sand
D387941,81.7,0.42,7.78,0.03,1.03,0.21,1.44,1.05,0.19,Sand
D387943,61.6,0.97,17.8,0.07,2.13,0.16,0.9,3.74,0.28,Sand
D387946,81.2,0.4,7.57,0.16,0.64,0.62,1.68,1.17,0.2,Sand
D387947,76.2,0.71,9.58,0.1,1.53,0.13,0.67,1.7,0.18,Sand
D387948,80.4,0.43,8.26,0.03,1.17,0.26,1.6,1.06,0.22,Sand
D387950,76.1,0.6,10,0.06,1.36,0.19,1.32,1.61,0.2,Sand
D387952,73.5,0.76,11.4,0.05,1.97,0.14,0.91,1.89,0.17,Sand
D389527,60.4,0.56,8.01,0.03,5.43,7.63,0.15,2.1,0.09,Sand
D389561,49.5,0.39,5.52,0.07,6.04,8.86,0.16,1.75,0.07,Sand
D501214,60.2,0.81,17.4,0.04,1.47,2.19,0.88,1.32,0.13,Sand
D501215,57.6,1,15.2,0.04,1.92,3.41,1.77,1.41,0.12,Sand
D501217,42,1.31,13.2,0.17,7.15,7.26,2.19,0.39,0.27,Sand
D501244,42.6,1.12,14.5,0.13,2.33,9.34,1.14,0.21,0.24,Sand
D501247,58.7,0.99,17.8,0.03,1.03,1.27,1.5,1.57,0.06,Sand
D501249,56.6,0.89,18.1,0.02,1,0.9,1.18,1.53,0.05,Sand
D501250,60.7,0.86,13.9,0.03,1.36,1.83,1.72,2.38,0.1,Sand
D501251,61,0.92,14.7,0.03,1.24,2.1,1.92,2.03,0.09,Sand
D501252,61.4,0.83,13.9,0.04,1.22,1.8,1.85,2.24,0.07,Sand
D501260,48.6,1.64,20.4,0.02,1.25,3.16,0.9,0.51,1.6,Sand
D501275,63.9,0.81,15.9,0.02,0.22,3.48,4.05,1.38,0.16,Sand
D501276,56.9,1.2,18,0.02,0.97,4.87,2.66,0.63,0.27,Sand
D525535,73.6,0.62,11.9,0.1,1.63,2.11,3.17,0.78,0.18,Sand
D516143,74.7,0.5,11.1,0.09,1.92,0.85,2.24,1.49,0.13,Sand
D516145,72.1,0.39,7.2,1.25,2.21,3.32,0.99,1.09,0.21,Sand
D516147,64.2,0.77,17.8,0.63,1.32,0.39,3.1,3.28,0.17,Sand
D516189,73.8,0.6,11.7,0.05,2.44,0.16,3.1,1.2,0.12,Sand
D525540,66,0.7,13.3,0.12,2,3.21,3.43,1.34,0.19,Sand
D525541,68.7,0.64,13.4,0.08,2.92,2.84,3.35,2.15,0.18,Sand
D525546,64.7,0.77,14.4,0.14,2.53,2.4,3.24,1.47,0.23,Sand
D525547,63,0.75,15.2,0.08,2.57,2.86,3,2.01,0.19,Sand
D521358,61.3,0.82,15.7,0.19,2.17,4.48,3.06,2.26,0.26,Sand
D521362,64,0.8,16.5,0.13,4.46,0.84,2.23,1.77,0.21,Sand
D523187,51,0.54,4.63,0.6,0.46,21,0.68,0.97,0.1,Sand
D523188,52.8,0.15,3.39,0.62,0.33,22.2,0.54,0.73,0.09,Sand
D523189,62.3,0.14,4.83,0.21,0.52,15,0.74,1.21,0.1,Sand
D523193,63.9,0.1,9.21,0.37,0.28,10.1,2.3,2.93,0.28,Sand
D523194,48.3,0.26,7.6,0.3,0.45,21.2,1.76,1.54,0.27,Sand
D523195,65.2,0.11,9.03,0.35,0.24,10.5,2.28,2.7,0.29,Sand
D523196,71.6,0.46,11.9,0.02,1.17,2.6,2.26,1.92,0.56,Sand
D523204,48.8,0.16,7.44,0.35,0.49,19.7,1.7,1.4,0.32,Sand
D523205,55.3,0.18,8.2,0.24,0.49,16.1,1.96,1.76,0.44,Sand
D523207,42.1,0.35,7.42,0.32,0.83,23.7,1.36,1.24,0.15,Sand
D523213,75.7,0.54,9.59,0.04,1.17,0.54,1.44,2.73,0.17,Sand
D523217,60.1,0.07,2.1,0.8,0.24,18.9,0.32,0.58,0.2,Sand
D523218,65.1,0.29,5.47,0.76,0.51,12.4,0.87,1.4,0.14,Sand
D523219,56.2,0.23,4.34,0.99,0.49,18.5,0.66,0.99,0.11,Sand
D523233,89.7,0.08,4.64,0.03,0.12,0.66,1.14,1.22,0.15,Sand
D523235,63.1,0.07,2.81,0.38,0.16,17,0.42,1.02,0.05,Sand
D523237,70.8,0.45,9.73,0.05,1.05,3.98,1.24,2.31,0.17,Sand
D523238,46.3,0.05,3.24,0.26,0.25,26.4,0.59,1.02,0.06,Sand
D523239,56.6,0.38,10.3,0.16,1.38,11.1,1.7,2,0.32,Sand
D523241,90.3,0.1,4.7,0.01,0.2,0.14,0.44,1.92,0.07,Sand
D525529,74.6,0.51,9.56,0.17,1.2,2.41,2.76,0.81,0.17,Sand
D525530,69.3,0.69,13.4,0.15,2.49,3.34,2.2,0.51,0.22,Sand
D525531,63.4,0.75,16.2,0.09,2.95,1.16,3.9,1.49,0.22,Sand
D525533,60.3,0.82,15.4,0.16,3.28,4.75,4.23,0.46,0.22,Sand
D525534,67.6,0.7,13.7,0.08,2.46,1.38,2.97,1.58,0.23,Sand
D525537,59.9,0.87,16.9,0.12,3.4,2.2,4.32,1.13,0.18,Sand
D525542,65.9,0.75,14.9,0.09,2.6,3.18,2.99,2.04,0.23,Sand
D525545,62.4,0.83,15.4,0.1,2.9,2.76,4.6,0.89,0.2,Sand
D525550,70,0.73,12.8,0.08,1.51,1.54,3.49,1.25,0.17,Sand
D525551,62.9,0.71,15,0.1,2.28,2.7,3.45,1.71,0.21,Sand
D525554,59.8,1.08,15.4,0.15,4.3,3.35,3.05,1.79,0.27,Sand
D525555,71,0.68,12.9,0.06,1.47,0.95,3.48,1.47,0.19,Sand
D525556,67.3,0.86,13.8,0.09,2.32,0.84,3.27,1.4,0.24,Sand
D525558,60.3,0.88,16.5,0.12,3.21,2.82,3.28,1.4,0.17,Sand
D525559,73,0.56,11.2,0.11,1.6,1.02,2.7,1.11,0.21,Sand
D525560,59.1,0.69,13.9,0.14,2.79,7.3,3.95,0.32,0.15,Sand
D525561,45.1,1.42,13.5,0.2,6.5,12.9,2.89,0.41,0.16,Sand
D525562,61.6,0.77,17,0.1,2.88,2.55,3.48,1.65,0.15,Sand
D526470,62,1.06,19.6,0.05,1.08,0.21,0.49,6.36,0.16,Sand
D526472,36.9,1.07,9.68,0.54,6.04,8.51,0.31,3.29,0.26,Sand
D530727,68.1,0.31,12.9,0.05,0.76,1.89,2.58,3.33,0.12,Sand
D530728,58.8,0.34,12.6,0.16,1.12,7.3,2.17,3.89,0.15,Sand
D530729,67.7,0.42,13.9,0.06,1.01,2.09,2.41,4.52,0.17,Sand
D530745,63.1,0.56,15.9,0.08,1.15,4.04,3.15,3.4,0.25,Sand
D530746,60.8,0.59,16.3,0.08,1.41,4.4,3.14,3.41,0.22,Sand
D539471,74.1,0.64,9.42,0.04,1.49,2.94,1.14,2.15,0.14,Sand
D539475,78.6,0.49,7.49,0.04,1.34,2.71,1.1,1.75,0.1,Sand
D539479,66.8,0.48,5.48,0.08,0.82,4.22,0.85,1.48,0.09,Sand
D539491,66.6,0.53,4.81,0.17,0.9,11.4,0.79,1.22,0.09,Sand
D539492,60.1,0.47,8.05,0.07,3.48,9.84,0.84,2.77,0.14,Sand
D539500,59.8,0.52,8.83,0.08,5.27,6.41,0.7,3.46,0.11,Sand
D542308,52.6,0.42,12.9,0.1,3.13,7.46,1.98,1.78,0.15,Sand
D549523,79.4,0.31,9.69,0.04,0.48,0.22,1.6,3.57,0.07,Sand
D552524,69.2,0.68,12.5,0.11,2.53,1.44,2.59,1.16,0.15,Sand
D552525,58.7,0.91,17.4,0.12,3.4,1.4,2.44,2.55,0.19,Sand
D552527,61.9,0.85,15.7,0.14,2.75,2.87,3.21,1.31,0.16,Sand
D555178,74.4,0.4,10.7,0.02,0.61,1.97,2.15,3.27,0.16,Sand
D555199,72.7,0.58,12.6,0.09,1.52,0.59,3.16,1.22,0.19,Sand
D555200,68.3,0.68,14.2,0.08,1.72,0.5,3.9,1.26,0.2,Sand
D555201,66.9,0.8,15.8,0.05,1.99,0.25,4.07,1.43,0.2,Sand
D555202,69.2,0.68,12.9,0.12,1.46,1.52,3.23,1.3,0.22,Sand
D555203,63.9,0.84,14.6,0.1,2.6,1.52,5.08,0.43,0.2,Sand
D555204,65.8,0.6,14.8,0.1,2.19,1.24,4.91,0.72,0.16,Sand
D555205,64.2,0.83,15,0.12,3.24,1.17,3.94,1,0.21,Sand
D555208,62.3,0.93,15.1,0.11,3.06,3.1,3.74,1.45,0.15,Sand
D555209,88.3,0.28,4.08,0.05,0.97,0.9,0.17,0.84,0.12,Sand
D555211,60.1,0.74,16.4,0.13,2.67,5.41,3.26,1.04,0.16,Sand
D555215,65.7,0.7,13.3,0.09,3.5,1.76,2.87,1.86,0.25,Sand
D555220,56,0.62,11.7,0.1,2.32,9.52,3.11,0.76,0.14,Sand
D555224,71.1,0.65,13.2,0.06,1.65,0.51,4.15,0.93,0.16,Sand
D555228,62.1,0.76,16.5,0.1,2.7,2.64,6.47,0.21,0.19,Sand
D555229,61.8,0.67,17,0.1,2.26,3.72,6.12,0.27,0.21,Sand
D555230,62.8,0.75,17,0.09,2.6,0.77,1.5,3.53,0.22,Sand
D555231,62.2,0.72,16,0.09,2.35,4.59,4.6,0.69,0.17,Sand
D555232,80,0.42,8.25,0.1,1.56,0.68,1.25,1.59,0.13,Sand
D555233,85.2,0.24,5.46,0.11,1.08,0.96,0.19,1.49,0.08,Sand
D555234,61,0.71,14.9,0.12,3.01,4.52,2.35,1.68,0.2,Sand
D555235,66.2,0.51,14.8,0.09,1.93,3.08,4.9,1.02,0.12,Sand
D555236,76.6,0.48,9.34,0.1,1.75,0.62,1.8,1.57,0.13,Sand
D555237,61.1,1.11,14.9,0.15,3.47,2.73,3.52,1.17,0.18,Sand
D563937,60.9,0.63,17.2,2.09,2.34,0.24,1.23,2.28,0.15,Sand
D563949,55,0.5,12.6,5.14,2.74,3.2,1.48,1.51,0.14,Sand
D569895,76,0.51,8.47,0.11,1.58,0.97,1.26,1.11,0.28,Sand
D569707,49.7,1.76,13.6,0.16,6.84,7.35,1.3,0.08,0.25,Sand
D569898,40.1,0.59,9.82,0.29,1.93,19.7,2.52,0.56,0.64,Sand
D569882,57.9,0.8,16.9,0.12,2.76,3.4,6.09,0.57,0.24,Sand
D569887,63.8,0.56,16.1,0.21,1.48,3.32,2.86,4.44,0.18,Sand
D569888,58,0.75,17,0.28,3.05,2.48,5.92,0.82,0.23,Sand
D569912,53.7,0.62,12.1,1.76,2.59,6.59,2.58,1.7,0.24,Sand
D569889,56.7,0.84,16.2,0.22,3.59,2.83,5.58,1.02,0.22,Sand
D569890,64.7,0.71,15,0.32,2.12,1.86,5.28,0.74,0.16,Sand
D569894,61.2,0.86,15.6,0.07,2.4,0.53,2.3,1.56,0.25,Sand
D569897,75.6,0.48,9.38,0.07,1.85,0.35,1.47,1.09,0.27,Sand
D569903,62,0.8,15.9,0.07,2.8,0.72,3.8,1.1,0.2,Sand
D569910,61.8,0.87,16.7,0.33,2.02,0.6,3.97,1.45,0.2,Sand
D578679,59.1,0.97,15.3,0.13,2.82,2.84,3.75,1.04,0.21,Sand
D578688,70.7,0.67,11.5,0.23,2.06,0.29,1.55,1.43,0.28,Sand
D578664,60,0.97,15.9,0.32,1.87,4.61,5.11,1.57,0.43,Sand
D578666,61.3,0.74,16.8,0.06,2.73,0.78,3.91,0.98,0.22,Sand
D578671,58.3,0.8,17.4,0.18,3.14,2.06,6.56,0.85,0.25,Sand
D578690,59.2,0.98,19.2,0.13,2.19,3.68,1.12,2.2,0.29,Sand
F003574,66.1,0.9,13.6,0.12,2.42,0.46,2.92,1.38,0.21,Sand
M102478,63,0.71,15.5,0.14,2.7,2.8,4.2,1.2,0.21,Sand
M103240,62,0.13,13.4,0.05,3.4,3.5,2.4,2.5,0.14,Sand
M103241,62,1,13.4,0.06,3,3.6,2.2,2.5,0.16,Sand
M105407,64.7,0.68,12.9,0.08,3,3,3.9,1.1,0.15,Sand
M105408,65.6,0.68,13.8,0.04,2.7,2.3,3.2,1.2,0.19,Sand
M105409,63.7,0.51,13.9,0.08,2,4.4,3.6,1.4,0.12,Sand
M105410,65.4,0.62,13,0.08,2.2,3.8,3.4,1.1,0.19,Sand
M105411,65.4,0.49,12.8,0.08,3.6,3.3,4.4,0.9,0.16,Sand
M105412,63.1,0.77,13.6,0.08,2.4,4,4.2,1.3,0.19,Sand
M105414,71.3,0.51,12.9,0.04,1.6,1.2,4.3,0.6,0.15,Sand
M105415,65.4,0.68,13.9,0.08,3,2.7,4.4,0.6,0.18,Sand
M105695,59.7,0.78,15.4,0.19,2.9,4.7,6,1.5,0.18,Sand
M105706,41.2,2,9.1,0.05,2.2,15.4,0.03,0.45,0.12,Sand
M105707,27.3,2.3,6.1,0.13,1.7,26.6,0.77,0.42,0.13,Sand
M105712,60.1,0.95,16.3,0.14,3.9,4.8,2.8,1.9,0.27,Sand
M105713,62,0.84,15.6,0.08,3.2,3.4,3.3,2,0.21,Sand
M106081,64.2,0.67,13.2,0.08,4.1,3.9,2.7,1.3,0.19,Sand
M106082,67.4,0.65,14.9,0.07,2,2.2,3.5,1.2,0.16,Sand
M106083,65.9,0.67,15.3,0.08,2.5,1.7,3.6,1.5,0.16,Sand
M106084,66.2,0.6,15.8,0.09,2.2,1.9,3.8,1.4,0.16,Sand
M106085,67.7,0.62,14.2,0.07,2.3,2.6,3.2,1.3,0.15,Sand
M106086,68.7,0.57,14.4,0.07,2.1,1.6,2.5,1.4,0.15,Sand
M106087,63,0.79,13.5,0.08,4.8,2.6,3.8,0.84,0.22,Sand
M106088,65.9,0.59,13.8,0.11,3.2,2.2,4.4,1,0.12,Sand
M106089,67.1,0.62,12.9,0.07,4,1.6,3.5,1.2,0.16,Sand
M106090,66.2,0.6,13,0.07,3.5,2.6,3.3,1.3,0.16,Sand
M106091,69.4,0.52,10.2,0.07,3.4,2.9,2.6,1.1,0.12,Sand
M108220,69.6,0.86,9.8,0.04,2.2,2.7,1.3,1.2,0.24,Sand
M108839,76.2,0.18,13,0.04,0.33,1.2,2.5,4.3,0.05,Sand
M108834,70.8,0.41,13,0.07,0.6,2.8,2.7,3.2,0.08,Sand
M108835,76.6,0.31,12.5,0.04,0.4,0.77,2.4,4.3,0.04,Sand
M108836,70.9,0.59,15.2,0.06,0.7,0.9,2.9,3.7,0.12,Sand
M108837,72.4,0.52,14.2,0.05,0.5,1.4,3.2,4,0.12,Sand
M108838,79.2,0.36,11.2,0.04,0.15,0.91,2.2,4.1,0.03,Sand
M108840,62.7,0.7,15.4,0.12,3.2,5.2,2.7,1.7,0.18,Sand
M108841,68.3,0.6,14.5,0.07,1.7,1.3,3.5,4.1,0.18,Sand
M108842,62.7,0.64,14.1,0.09,3.4,4,3.1,1.6,0.18,Sand
M108843,58.3,0.77,15.1,0.06,3.2,1.7,2,2.1,0.17,Sand
M108844,62.7,0.72,14.7,0.07,2.8,2.8,3,2.1,0.19,Sand
M108845,65.1,0.76,13.5,0.09,3.1,3.2,3,1.8,0.15,Sand
M109675,67.3,0.78,13.4,0.12,3.1,1.2,3.5,0.83,0.22,Sand
M109710,57.3,0.77,14.5,0.21,3.6,5,3.1,0.84,0.17,Sand
M109711,53.4,0.88,16.1,0.25,3.8,5.5,1.8,0.3,0.23,Sand
M109742,67.6,0.67,9.8,0.06,1.2,1.8,1.5,3,0.16,Sand
M109902,55.7,0.69,13,0.17,7.6,4,2.1,0.38,0.09,Sand
M109903,72.4,0.59,12.9,0.22,1.6,0.44,1.9,1.7,0.05,Sand
M109904,66.1,0.73,15.7,0.07,2,0.68,2.5,2.3,0.14,Sand
M109905,70.3,0.62,11.2,0.13,2.6,2,2.1,1.2,0.15,Sand
M109906,68.8,0.56,11.6,0.14,4.1,1.5,2.1,1.2,0.1,Sand
M109907,65.7,0.59,12.2,0.1,5,2.6,2.5,0.84,0.14,Sand
M111253,57.7,2,12.4,0.07,3.6,4,2.8,0.96,0.12,Sand
M111254,54.8,0.91,13.3,0.15,7.6,8.3,2.7,0.77,0.18,Sand
M112765,62.9,0.69,15.8,0.1,2.6,3.8,3,1.6,0.14,Sand
M112766,69.7,0.61,14.5,0.1,1.6,2.1,3.5,1.8,0.14,Sand
M112767,62.9,0.89,16,0.13,1.8,2.9,4.6,1.2,0.15,Sand
M112768,63.6,0.83,15.8,0.11,1.9,2.2,4.4,1.2,0.17,Sand
M112769,65.4,0.69,16.4,0.08,1.5,3.1,3.5,2.3,0.18,Sand
M112770,59.5,0.8,16.4,0.15,2.8,2.8,4.8,2,0.2,Sand
M112771,56.8,0.82,15.2,0.13,3.4,4.1,3.9,1.8,0.18,Sand
M112772,50.8,0.76,15.8,0.23,2.1,9.7,3.7,1.9,0.59,Sand
M112773,69.6,0.66,13.1,0.08,1.9,1.5,2.4,1.9,0.21,Sand
M112774,64.4,0.69,14.5,0.1,2.5,2.1,2.5,1.7,0.17,Sand
M112775,58.5,0.66,12.8,0.37,1.6,7.9,2.3,1.6,0.21,Sand
M112776,77.1,0.71,12.6,0.04,1.7,0.84,2.8,1.4,0.21,Sand
M112777,55.4,0.68,14.5,0.45,1.9,8.7,2.8,1.1,0.17,Sand
M112778,68.6,0.71,14.3,0.11,2.2,2.1,2.9,1.4,0.19,Sand
M113232,19.3,0.2,5.1,0.03,1.3,38.1,0.69,0.87,0.06,Sand
M113233,56,0.49,13,0.06,2.6,6.4,2.1,1.7,0.18,Sand
M114904,70.3,0.59,13.9,0.07,1.9,1,3.1,2.1,0.16,Sand
M114906,66.3,0.59,15,0.12,1.9,1.2,3.7,1.8,0.19,Sand
M114908,73.7,0.58,12.9,0.08,1.4,0.61,2.8,1.6,0.09,Sand
M114909,77.1,0.38,11.2,0.07,0.91,0.92,3,1.7,0.07,Sand
M114910,72.4,0.53,13.2,0.08,1.5,0.64,2.8,2.1,0.13,Sand
M114913,68.3,0.53,14.3,0.13,1.6,3.6,4.2,0.63,0.13,Sand
M114914,65.5,0.65,14,0.2,1.8,4.3,3.3,1.5,0.22,Sand
M114917,71.4,0.39,14.1,0.09,1,1.7,3.9,2.2,0.12,Sand
M114919,71.4,0.51,13.6,0.07,1.3,0.8,3.1,1.9,0.11,Sand
M114921,68.7,0.72,14.1,0.08,1.9,0.55,2.6,2,0.2,Sand
M114923,68.3,0.5,14.3,0.11,1.7,0.97,3,2.3,0.26,Sand
M114924,65.5,0.61,15.8,0.12,2,2.5,3.7,2.1,0.23,Sand
M118503,62.2,0.77,16.4,0.11,2.1,3.1,5.1,1.8,0.17,Sand
M118780,68.4,0.49,8.5,0.01,2.4,6.1,1.1,1.9,0.1,Sand
M118781,66.3,0.59,15.5,0.06,2,3.3,4.4,1.2,0.15,Sand
M120432,68.8,0.32,14.7,0.04,1.3,1.7,4.3,2,0.08,Sand
M120448,68,0.48,14.7,0.06,2.1,2.8,4.1,1.2,0.13,Sand
M120433,69.6,0.61,13.3,0.06,2.2,1.1,2.9,1.4,0.16,Sand
M120434,71.4,0.37,14,0.06,1.4,1.7,3.9,2,0.08,Sand
M120435,68.8,0.56,13.3,0.04,1.9,1.1,2.9,1.6,0.12,Sand
M120436,73.1,0.46,11.9,0.05,1.7,1.6,2.2,2.1,0.08,Sand
M120437,70,0.35,14.4,0.05,1.2,1.5,3.4,2.3,0.08,Sand
M120438,70.8,0.38,13.9,0.05,1.1,2.7,3.9,1.9,0.1,Sand
M120439,69.2,0.63,12.4,0.07,2.8,0.58,2.2,1.3,0.14,Sand
M120440,71.9,0.55,10.6,0.08,3.8,1.6,1.7,2.1,0.17,Sand
M120441,64.5,0.77,13.7,0.1,3.4,2.7,3.4,0.8,0.18,Sand
M120442,68.8,0.6,15.1,0.05,2.2,1,3.6,2.6,0.14,Sand
M120443,67,0.45,14.2,0.08,2.1,1.4,3.5,1.2,0.09,Sand
M120444,72.3,0.38,14.4,0.04,1.1,1.8,3.8,2.4,0.12,Sand
M120445,65.4,0.7,12.7,0.1,4.4,0.9,2.6,1.3,0.11,Sand
M120446,73.1,0.36,13.7,0.05,1.1,1.5,3.2,2.1,0.09,Sand
M120447,70.4,0.35,14.2,0.07,1.4,0.83,4.1,1.7,0.1,Sand
M120449,69.6,0.58,14,0.07,1.7,1.8,3.8,1.1,0.14,Sand
M120450,69.6,0.37,14.4,0.05,1.2,2.2,4,2.1,0.1,Sand
M120451,67.2,0.59,14,0.07,3.1,0.58,3.2,2.8,0.14,Sand
M120452,68,0.62,13.6,0.07,2.1,2.5,3.4,1.2,0.11,Sand
M120453,74,0.52,12,0.06,1.8,0.79,2.9,1.9,0.13,Sand
M120454,66,0.44,14.7,0.07,2.4,1.8,3.2,1.8,0.14,Sand
M120455,68.1,0.77,13.1,0.05,2.6,1.4,3,1.5,0.1,Sand
M120456,67.9,0.55,13.2,0.09,2.2,2.5,2.4,1.5,0.14,Sand
M120457,67.3,0.72,14,0.07,2.9,0.95,3.1,1.6,0.12,Sand
M120458,70.8,0.41,14.6,0.04,1.1,1.6,4.2,1.9,0.1,Sand
M120459,73.1,0.43,11.6,0.05,1.7,2.1,2.2,2.2,0.06,Sand
M120460,70.1,0.58,13.7,0.07,1.7,0.26,2,2.7,0.11,Sand
M120461,68,0.57,14.3,0.05,1.5,0.98,4,1.7,0.22,Sand
M120462,69,0.54,13.1,0.06,1.8,3.5,3.3,0.56,0.11,Sand
M120463,75,0.61,11.4,0.04,1.8,0.47,1.4,2,0.12,Sand
M120464,68,0.63,12.3,0.08,1.9,2.8,3.1,0.9,0.14,Sand
M120465,72.1,0.38,13.3,0.05,1.3,2.4,3.3,1.9,0.08,Sand
M120466,71.6,0.41,13.9,0.05,1.6,1.5,3,2.3,0.11,Sand
M120467,67.5,0.54,14.9,0.06,1.8,1.8,4.1,1.6,0.14,Sand
M120468,71.1,0.42,14,0.04,1.2,1.4,3.7,2.2,0.08,Sand
M120469,65.8,0.62,15.2,0.08,2.5,2.1,3.1,2.3,0.18,Sand
M120470,68.9,0.61,12.3,0.07,3.3,1.3,2.4,1.4,0.19,Sand
M120471,70.1,0.46,14.7,0.04,1.3,0.28,2.9,2.1,0.1,Sand
M120472,67.8,0.61,14.3,0.07,2.1,1.3,3.6,1.8,0.14,Sand
M120473,66.4,0.63,14.2,0.07,2.3,2.7,3.1,1.7,0.16,Sand
M120474,72.3,0.58,12.5,0.07,1.6,0.17,2.5,1.3,0.08,Sand
M120475,68.8,0.59,14.2,0.1,2.3,0.58,2.8,1.9,0.13,Sand
M120476,70.1,0.53,12.7,0.06,3.3,0.95,2.7,1.5,0.12,Sand
M120477,69.5,0.48,13.7,0.07,2.1,1.5,3.7,0.9,0.08,Sand
M120478,72.7,0.51,12.7,0.06,1.5,1.1,2.9,1.6,0.08,Sand
M120479,70.4,0.64,12.5,0.05,2.7,0.66,2.3,1.3,0.13,Sand
M120480,67.7,0.68,13.3,0.08,2.9,0.59,3,1,0.12,Sand
M122404,54.8,1.2,15,0.12,4.6,4.3,3,1.8,0.22,Sand
M123074,69.6,0.66,13.3,0.03,2.2,1.5,3.2,0.6,0.12,Sand
M123075,66,0.52,15.7,0.03,2.1,1.7,3.8,1.1,0.13,Sand
